Titel,Werktitel,Übersetzter Titel,Autor*in,Mitwirkende/r,Digitalisat,Inhaltstyp,Hochschulschrift,Inhaltstyp,Inhalt,Beschreibung,Verknüpfte Titel,Anmerkungen,Serie,Verlag,Erschienen,Verlauf,Ausgabe,Nachdruck,Format,Häufigkeit,Sprache,Gebunden mit,Rechte,Thema,MESH Schlagwörter,Klassifikation,Ist enthalten in,Kursinformationen,Anmerkungen,Anmerkungen,Thema,Identifikator,Lokale Signatur,Quelle,Link
Three Years Later: A Study of MAC Address Randomization In Mobile Devices And When It Succeeds,,,"Fenske, Ellis   Brown, Dane   Martin, Jeremy   Mayberry, Travis   Ryan, Peter   Rye, Erik",,,,,,,"Mobile device manufacturers and operating system developers increasingly deploy MAC address randomization to protect user privacy and prevent adversaries from tracking persistent hardware identifiers. Early MAC address randomization implementations suffered from logic bugs and information leakages that defeated the privacy benefits realized by using temporary, random addresses, allowing devices and users to be tracked in the wild. Recent work either assumes these implementation flaws continue to exist in modern MAC address randomization implementations, or considers only dated software or small numbers of devices.
In this work, we revisit MAC address randomization by performing a cross-sectional study of 160 models of mobile phones, including modern devices released subsequent to previous studies. We tested each of these phones in a lab setting to determine whether it uses randomization, under what conditions it randomizes its MAC address, and whether it mitigates known tracking vulnerabilities.
Our results show that, although very new phones with updated operating systems generally provide a high degree of privacy to their users, there are still many phones in wide use today that do not effectively prevent tracking.",,,,Sciendo,,,,,,,Englisch,,,Privacy,,,"Proceedings on Privacy Enhancing Technologies, 2021-07, Vol.2021 (3), p.164-181",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.2478/popets-2021-0042,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_2478_popets_2021_0042
Three Years Later: A Study of MAC Address Randomization In Mobile Devices And When It Succeeds,,,"Fenske, Ellis   Brown, Dane   Martin, Jeremy   Mayberry, Travis   Ryan, Peter   Rye, Erik",,,,,,,"Mobile device manufacturers and operating system developers increasingly deploy MAC address randomization to protect user privacy and prevent adversaries from tracking persistent hardware identifiers. Early MAC address randomization implementations suffered from logic bugs and information leakages that defeated the privacy benefits realized by using temporary, random addresses, allowing devices and users to be tracked in the wild. Recent work either assumes these implementation flaws continue to exist in modern MAC address randomization implementations, or considers only dated software or small numbers of devices.
In this work, we revisit MAC address randomization by performing a cross-sectional study of 160 models of mobile phones, including modern devices released subsequent to previous studies. We tested each of these phones in a lab setting to determine whether it uses randomization, under what conditions it randomizes its MAC address, and whether it mitigates known tracking vulnerabilities.
Our results show that, although very new phones with updated operating systems generally provide a high degree of privacy to their users, there are still many phones in wide use today that do not effectively prevent tracking.",,,,Sciendo,,,,,,,Englisch,,,Privacy,,,"Proceedings on Privacy Enhancing Technologies, 2021-07, Vol.2021 (3), p.164-181",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.2478/popets-2021-0042,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_2478_popets_2021_0042
Three Years Later: A Study of MAC Address Randomization In Mobile Devices And When It Succeeds,,,"Fenske, Ellis   Brown, Dane   Martin, Jeremy   Mayberry, Travis   Ryan, Peter   Rye, Erik",,,,,,,"Mobile device manufacturers and operating system developers increasingly deploy MAC address randomization to protect user privacy and prevent adversaries from tracking persistent hardware identifiers. Early MAC address randomization implementations suffered from logic bugs and information leakages that defeated the privacy benefits realized by using temporary, random addresses, allowing devices and users to be tracked in the wild. Recent work either assumes these implementation flaws continue to exist in modern MAC address randomization implementations, or considers only dated software or small numbers of devices.
In this work, we revisit MAC address randomization by performing a cross-sectional study of 160 models of mobile phones, including modern devices released subsequent to previous studies. We tested each of these phones in a lab setting to determine whether it uses randomization, under what conditions it randomizes its MAC address, and whether it mitigates known tracking vulnerabilities.
Our results show that, although very new phones with updated operating systems generally provide a high degree of privacy to their users, there are still many phones in wide use today that do not effectively prevent tracking.",,,,Sciendo,,,,,,,Englisch,,,Privacy,,,"Proceedings on Privacy Enhancing Technologies, 2021-07, Vol.2021 (3), p.164-181",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.2478/popets-2021-0042,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_2478_popets_2021_0042
Defeating MAC Address Randomization Through Timing Attacks,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,Proceedings of the 9th ACM Conference on Security & Privacy in Wireless and Mobile Networks,,,,,DOI: 10.1145/2939918.2939930,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1145_2939918_2939930
De-Randomization of MAC Addresses Using Fingerprints and RSSI With ML for Wi-Fi Analytics,,,"Perez-Hernandez, Abraham   Barreras-Martin, Maydelis N.   Becerra, Juan A.   Madero-Ayora, Maria J.   Aguilera, Pablo",,,,,,,"Media Access Control (MAC) address randomization causes significant distortion and data loss in Wi-Fi analytics systems, becoming a real challenge for building services based on tracking, location, and presence data. This study aims to mitigate this problem by combining two key points: the construction of a quasi-unique, stable, reliable, and anonymous identifier for non-connected Wi-Fi devices, and the inability of Wi-Fi devices to deliberately change the physical conditions of the connection. We propose a new system that builds identifiers based on the capabilities and information elements announced within the probe request management frames, and consequently applies unsupervised machine learning techniques in the multidimensional Received Signal Strength Indicator (RSSI) space. Experimental tests in a real-world environment were conducted, and the results of this extensive field study demonstrated that the proposed system achieves high accuracy in identifying and tracking non-connected Wi-Fi devices in these challenging scenarios, even in the presence of MAC randomization. Our findings suggest that the proposed system has a significant potential for enhancing building services that rely on Wi-Fi data.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2024",Access control    Building management    Computer science    Data Analysis    Data processing    Engineering    IEEE 802.11 (Standard)    Information resources management    Machine learning    Random Allocation    Smartphones    Technology    Telecommunication,,,"IEEE access, 2024, Vol.12, p.150857-150868",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2024.3410549 CODEN: IAECCG,,DOAJ,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_ieee_primary_10550935
De-Randomization of MAC Addresses Using Fingerprints and RSSI With ML for Wi-Fi Analytics,,,"Perez-Hernandez, Abraham   Barreras-Martin, Maydelis N.   Becerra, Juan A.   Madero-Ayora, Maria J.   Aguilera, Pablo",,,,,,,"Media Access Control (MAC) address randomization causes significant distortion and data loss in Wi-Fi analytics systems, becoming a real challenge for building services based on tracking, location, and presence data. This study aims to mitigate this problem by combining two key points: the construction of a quasi-unique, stable, reliable, and anonymous identifier for non-connected Wi-Fi devices, and the inability of Wi-Fi devices to deliberately change the physical conditions of the connection. We propose a new system that builds identifiers based on the capabilities and information elements announced within the probe request management frames, and consequently applies unsupervised machine learning techniques in the multidimensional Received Signal Strength Indicator (RSSI) space. Experimental tests in a real-world environment were conducted, and the results of this extensive field study demonstrated that the proposed system achieves high accuracy in identifying and tracking non-connected Wi-Fi devices in these challenging scenarios, even in the presence of MAC randomization. Our findings suggest that the proposed system has a significant potential for enhancing building services that rely on Wi-Fi data.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2024",Access control    Building management    Computer science    Data Analysis    Data processing    Engineering    IEEE 802.11 (Standard)    Information resources management    Machine learning    Random Allocation    Smartphones    Technology    Telecommunication,,,"IEEE access, 2024, Vol.12, p.150857-150868",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2024.3410549 CODEN: IAECCG,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_ieee_primary_10550935
De-Randomization of MAC Addresses Using Fingerprints and RSSI With ML for Wi-Fi Analytics,,,"Perez-Hernandez, Abraham   Barreras-Martin, Maydelis N.   Becerra, Juan A.   Madero-Ayora, Maria J.   Aguilera, Pablo",,,,,,,"Media Access Control (MAC) address randomization causes significant distortion and data loss in Wi-Fi analytics systems, becoming a real challenge for building services based on tracking, location, and presence data. This study aims to mitigate this problem by combining two key points: the construction of a quasi-unique, stable, reliable, and anonymous identifier for non-connected Wi-Fi devices, and the inability of Wi-Fi devices to deliberately change the physical conditions of the connection. We propose a new system that builds identifiers based on the capabilities and information elements announced within the probe request management frames, and consequently applies unsupervised machine learning techniques in the multidimensional Received Signal Strength Indicator (RSSI) space. Experimental tests in a real-world environment were conducted, and the results of this extensive field study demonstrated that the proposed system achieves high accuracy in identifying and tracking non-connected Wi-Fi devices in these challenging scenarios, even in the presence of MAC randomization. Our findings suggest that the proposed system has a significant potential for enhancing building services that rely on Wi-Fi data.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2024",Access control    Building management    Computer science    Data Analysis    Data processing    Engineering    IEEE 802.11 (Standard)    Information resources management    Machine learning    Random Allocation    Smartphones    Technology    Telecommunication,,,"IEEE access, 2024, Vol.12, p.150857-150868",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2024.3410549 CODEN: IAECCG,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_ieee_primary_10550935
De-Randomization of MAC Addresses Using Fingerprints and RSSI With ML for Wi-Fi Analytics,,,"Perez-Hernandez, Abraham   Barreras-Martin, Maydelis N.   Becerra, Juan A.   Madero-Ayora, Maria J.   Aguilera, Pablo",,,,,,,"Media Access Control (MAC) address randomization causes significant distortion and data loss in Wi-Fi analytics systems, becoming a real challenge for building services based on tracking, location, and presence data. This study aims to mitigate this problem by combining two key points: the construction of a quasi-unique, stable, reliable, and anonymous identifier for non-connected Wi-Fi devices, and the inability of Wi-Fi devices to deliberately change the physical conditions of the connection. We propose a new system that builds identifiers based on the capabilities and information elements announced within the probe request management frames, and consequently applies unsupervised machine learning techniques in the multidimensional Received Signal Strength Indicator (RSSI) space. Experimental tests in a real-world environment were conducted, and the results of this extensive field study demonstrated that the proposed system achieves high accuracy in identifying and tracking non-connected Wi-Fi devices in these challenging scenarios, even in the presence of MAC randomization. Our findings suggest that the proposed system has a significant potential for enhancing building services that rely on Wi-Fi data.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2024",Access control    Building management    Computer science    Data Analysis    Data processing    Engineering    IEEE 802.11 (Standard)    Information resources management    Machine learning    Random Allocation    Smartphones    Technology    Telecommunication,,,"IEEE access, 2024, Vol.12, p.150857-150868",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2024.3410549 CODEN: IAECCG,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_ieee_primary_10550935
De-Randomization of MAC Addresses Using Fingerprints and RSSI With ML for Wi-Fi Analytics,,,"Perez-Hernandez, Abraham   Barreras-Martin, Maydelis N.   Becerra, Juan A.   Madero-Ayora, Maria J.   Aguilera, Pablo",,,,,,,"Media Access Control (MAC) address randomization causes significant distortion and data loss in Wi-Fi analytics systems, becoming a real challenge for building services based on tracking, location, and presence data. This study aims to mitigate this problem by combining two key points: the construction of a quasi-unique, stable, reliable, and anonymous identifier for non-connected Wi-Fi devices, and the inability of Wi-Fi devices to deliberately change the physical conditions of the connection. We propose a new system that builds identifiers based on the capabilities and information elements announced within the probe request management frames, and consequently applies unsupervised machine learning techniques in the multidimensional Received Signal Strength Indicator (RSSI) space. Experimental tests in a real-world environment were conducted, and the results of this extensive field study demonstrated that the proposed system achieves high accuracy in identifying and tracking non-connected Wi-Fi devices in these challenging scenarios, even in the presence of MAC randomization. Our findings suggest that the proposed system has a significant potential for enhancing building services that rely on Wi-Fi data.",,,,PISCATAWAY: IEEE,,,,,,,Englisch,,"Copyright The Institute of Electrical and Electronics Engineers, Inc. (IEEE) 2024",Access control    Building management    Computer science    Data Analysis    Data processing    Engineering    IEEE 802.11 (Standard)    Information resources management    Machine learning    Random Allocation    Smartphones    Technology    Telecommunication,,,"IEEE access, 2024, Vol.12, p.150857-150868",,,,,ISSN: 2169-3536 EISSN: 2169-3536 DOI: 10.1109/ACCESS.2024.3410549 CODEN: IAECCG,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_ieee_primary_10550935
A Study of MAC Address Randomization in Mobile Devices and When it Fails,,,"Martin, Jeremy   Mayberry, Travis   Donahue, Collin   Foppe, Lucas   Brown, Lamont   Riggins, Chadwick   Rye, Erik C.   Brown, Dane",,,,,,,"Media Access Control (MAC) address randomization is a privacy technique whereby mobile devices rotate through random hardware addresses in order to prevent observers from singling out their traffic or physical location from other nearby devices. Adoption of this technology, however, has been sporadic and varied across device manufacturers. In this paper, we present the first wide-scale study of MAC address randomization in the wild, including a detailed breakdown of different randomization techniques by operating system, manufacturer, and model of device.
We then identify multiple flaws in these implementations which can be exploited to defeat randomization as performed by existing devices. First, we show that devices commonly make improper use of randomization by sending wireless frames with the true, global address when they should be using a randomized address. We move on to extend the passive identification techniques of Vanhoef et al. to effectively defeat randomization in ~96% of Android phones. Finally, we identify a previously unknown flaw in the way wireless chipsets handle low-level control frames which applies to 100% of devices we tested. This flaw permits an active attack that can be used under certain circumstances to track any existing wireless device.",,,,De Gruyter Open,,,,,,,Englisch,,,Privacy    Random Allocation,,,"Proceedings on Privacy Enhancing Technologies, 2017-10, Vol.2017 (4), p.365-383",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.1515/popets-2017-0054,,EZB,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1515_popets_2017_0054
A Study of MAC Address Randomization in Mobile Devices and When it Fails,,,"Martin, Jeremy   Mayberry, Travis   Donahue, Collin   Foppe, Lucas   Brown, Lamont   Riggins, Chadwick   Rye, Erik C.   Brown, Dane",,,,,,,"Media Access Control (MAC) address randomization is a privacy technique whereby mobile devices rotate through random hardware addresses in order to prevent observers from singling out their traffic or physical location from other nearby devices. Adoption of this technology, however, has been sporadic and varied across device manufacturers. In this paper, we present the first wide-scale study of MAC address randomization in the wild, including a detailed breakdown of different randomization techniques by operating system, manufacturer, and model of device.
We then identify multiple flaws in these implementations which can be exploited to defeat randomization as performed by existing devices. First, we show that devices commonly make improper use of randomization by sending wireless frames with the true, global address when they should be using a randomized address. We move on to extend the passive identification techniques of Vanhoef et al. to effectively defeat randomization in ~96% of Android phones. Finally, we identify a previously unknown flaw in the way wireless chipsets handle low-level control frames which applies to 100% of devices we tested. This flaw permits an active attack that can be used under certain circumstances to track any existing wireless device.",,,,De Gruyter Open,,,,,,,Englisch,,,Privacy    Random Allocation,,,"Proceedings on Privacy Enhancing Technologies, 2017-10, Vol.2017 (4), p.365-383",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.1515/popets-2017-0054,,ROAD,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1515_popets_2017_0054
A Study of MAC Address Randomization in Mobile Devices and When it Fails,,,"Martin, Jeremy   Mayberry, Travis   Donahue, Collin   Foppe, Lucas   Brown, Lamont   Riggins, Chadwick   Rye, Erik C.   Brown, Dane",,,,,,,"Media Access Control (MAC) address randomization is a privacy technique whereby mobile devices rotate through random hardware addresses in order to prevent observers from singling out their traffic or physical location from other nearby devices. Adoption of this technology, however, has been sporadic and varied across device manufacturers. In this paper, we present the first wide-scale study of MAC address randomization in the wild, including a detailed breakdown of different randomization techniques by operating system, manufacturer, and model of device.
We then identify multiple flaws in these implementations which can be exploited to defeat randomization as performed by existing devices. First, we show that devices commonly make improper use of randomization by sending wireless frames with the true, global address when they should be using a randomized address. We move on to extend the passive identification techniques of Vanhoef et al. to effectively defeat randomization in ~96% of Android phones. Finally, we identify a previously unknown flaw in the way wireless chipsets handle low-level control frames which applies to 100% of devices we tested. This flaw permits an active attack that can be used under certain circumstances to track any existing wireless device.",,,,De Gruyter Open,,,,,,,Englisch,,,Privacy    Random Allocation,,,"Proceedings on Privacy Enhancing Technologies, 2017-10, Vol.2017 (4), p.365-383",,,,,ISSN: 2299-0984 EISSN: 2299-0984 DOI: 10.1515/popets-2017-0054,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1515_popets_2017_0054
Over-the-Air Runtime Wi-Fi MAC Address Re-randomization,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,Proceedings of the 17th ACM Conference on Security and Privacy in Wireless and Mobile Networks,,,,,DOI: 10.1145/3643833.3656122,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1145_3643833_3656122
Bleach: From WiFi probe-request signatures to MAC association,,,"Mishra, Abhishek Kumar   Viana, Aline Carneiro   Achir, Nadjib",,,,,,,"Smartphones or similar WiFi-enabled devices regularly discover nearby access points by broadcasting management frames known as probe-requests. Probe-request frames relay, as information, the MAC addresses of sending devices, which act as the device identifiers. To protect the user’s privacy and location, probe-requests use a randomized MAC address generated according to the MAC address randomization protocol. Unfortunately, MAC randomization greatly limits any studies on trajectory inference, flow estimation, crowd counting, etc. To overcome this limitation while respecting users’ privacy, we propose Bleach, a novel, efficient, and comprehensive approach allowing randomized MAC addresses to device association from probe-requests. Bleach models the frame association as a resolution of MAC conflicts in small time intervals. We use time and frame content-based signatures to resolve and associate MACs inside a conflict. We propose a novel MAC association algorithm involving logistic regression using signatures and our introduced time metric. To the best of our knowledge, this is the first work that formulates the probe-request association problem as a generic resolution of conflicts and benchmarks the association concerning several datasets. Our results show that Bleach outperforms the state-of-the-art schemes in terms of accuracy (as high as 99%) and robustness to a wide range of input probe-request datasets.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2024 Elsevier B.V. CC0 1.0 - Universal,Cognitive science    Computer science    Technology    Telecommunication,,,"Ad hoc networks, 2024-11, Vol.164, p.103623, Article 103623",,,,,ISSN: 1570-8705 ISSN: 1570-8713 EISSN: 1570-8713 DOI: 10.1016/j.adhoc.2024.103623,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1016_j_adhoc_2024_103623
Bleach: From WiFi probe-request signatures to MAC association,,,"Mishra, Abhishek Kumar   Viana, Aline Carneiro   Achir, Nadjib",,,,,,,"Smartphones or similar WiFi-enabled devices regularly discover nearby access points by broadcasting management frames known as probe-requests. Probe-request frames relay, as information, the MAC addresses of sending devices, which act as the device identifiers. To protect the user’s privacy and location, probe-requests use a randomized MAC address generated according to the MAC address randomization protocol. Unfortunately, MAC randomization greatly limits any studies on trajectory inference, flow estimation, crowd counting, etc. To overcome this limitation while respecting users’ privacy, we propose Bleach, a novel, efficient, and comprehensive approach allowing randomized MAC addresses to device association from probe-requests. Bleach models the frame association as a resolution of MAC conflicts in small time intervals. We use time and frame content-based signatures to resolve and associate MACs inside a conflict. We propose a novel MAC association algorithm involving logistic regression using signatures and our introduced time metric. To the best of our knowledge, this is the first work that formulates the probe-request association problem as a generic resolution of conflicts and benchmarks the association concerning several datasets. Our results show that Bleach outperforms the state-of-the-art schemes in terms of accuracy (as high as 99%) and robustness to a wide range of input probe-request datasets.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2024 Elsevier B.V. CC0 1.0 - Universal,Cognitive science    Computer science    Technology    Telecommunication,,,"Ad hoc networks, 2024-11, Vol.164, p.103623, Article 103623",,,,,ISSN: 1570-8705 ISSN: 1570-8713 EISSN: 1570-8713 DOI: 10.1016/j.adhoc.2024.103623,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_crossref_primary_10_1016_j_adhoc_2024_103623
MAC Address De-Randomization using Multi-Channel Sniffers and Two-Stage Clustering,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,"2024 IEEE 35th International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)",,,,,DOI: 10.1109/pimrc59610.2024.10817186,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_pimrc59610_2024_10817186
WiFi Probes sniffing: an Artificial Intelligence based approach for MAC addresses de-randomization,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2020 IEEE 25th International Workshop on Computer Aided Modeling and Design of Communication Links and Networks (CAMAD),,,,,DOI: 10.1109/camad50429.2020.9209257,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_camad50429_2020_9209257
McMatcher: A symbolic representation for matching random BLE MAC addresses,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2024 IEEE International Conference on Consumer Electronics (ICCE),,,,,DOI: 10.1109/icce59016.2024.10444395,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_icce59016_2024_10444395
Poster: Can You Find Me?: Linking Devices Despite Wi-Fi MAC Randomization at MobiCom 2023,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,Proceedings of the 30th Annual International Conference on Mobile Computing and Networking,,,,,DOI: 10.1145/3636534.3697454,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1145_3636534_3697454
I still know you were here: Leveraging probe request templates for identifying Wi-Fi devices at scale,,,"Vogel, Daniel   Viola, Felix   Kreimeyer, Nicholas Malte   Bücheler, Daniel   Böhm, Sebastian   Meier, Michael",,,,,,,"MAC address randomization in Wi-Fi Probe Requests (PRs) is supposed to ensure unlinkability for improving user privacy, but PRs still contain enough information to track or re-identify users without relying on the MAC address. This poses a risk to privacy but may also assist law enforcement in identifying devices present at a crime scene. We examine whether it is possible to separate Wi-Fi devices based on observed PRs with randomized MAC addresses using only the content and structure of these PRs. Previous work has predominantly focused on techniques for device counting using feature reduction as a means to manage data set complexity, and has failed to achieve sufficient accuracy for individual device identification. We propose an approach that leverages templates reflecting a PR’s structure to identify its influence based on vendor and device, allowing the use of more complex fingerprinting algorithms that utilize the full set of available features. To that end we examine differences between vendors and devices based on observation length, used information elements, and overlapping Fingerprints (FPs) while ignoring MAC addresses. Using PR templating, we construct a knowledge base of FPs and templates from not only existing public data sets but also a new data set published for future research. Our data set tackles critical challenges in labelling and quality in currently available data sets, and we introduce a streamlined and comprehensible crowdsourcing process including automated measurements to enable other researchers to contribute to our data set. We evaluate our device identification approach on the currently available data and demonstrate that, depending on the data set, between 75% and 85% of Wi-Fi devices can be uniquely separated within the anonymity group of devices contributing PRs to the respective data set.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2025 The Authors,Computer science    Dataset    Engineering    Fingerprints    Privacy    Technology    Telecommunication,,,"Computer communications, 2026-02, Vol.246, p.108367, Article 108367",,,,,ISSN: 0140-3664 ISSN: 1873-703X EISSN: 1873-703X DOI: 10.1016/j.comcom.2025.108367,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_001629735500002CitationCount
I still know you were here: Leveraging probe request templates for identifying Wi-Fi devices at scale,,,"Vogel, Daniel   Viola, Felix   Kreimeyer, Nicholas Malte   Bücheler, Daniel   Böhm, Sebastian   Meier, Michael",,,,,,,"MAC address randomization in Wi-Fi Probe Requests (PRs) is supposed to ensure unlinkability for improving user privacy, but PRs still contain enough information to track or re-identify users without relying on the MAC address. This poses a risk to privacy but may also assist law enforcement in identifying devices present at a crime scene. We examine whether it is possible to separate Wi-Fi devices based on observed PRs with randomized MAC addresses using only the content and structure of these PRs. Previous work has predominantly focused on techniques for device counting using feature reduction as a means to manage data set complexity, and has failed to achieve sufficient accuracy for individual device identification. We propose an approach that leverages templates reflecting a PR’s structure to identify its influence based on vendor and device, allowing the use of more complex fingerprinting algorithms that utilize the full set of available features. To that end we examine differences between vendors and devices based on observation length, used information elements, and overlapping Fingerprints (FPs) while ignoring MAC addresses. Using PR templating, we construct a knowledge base of FPs and templates from not only existing public data sets but also a new data set published for future research. Our data set tackles critical challenges in labelling and quality in currently available data sets, and we introduce a streamlined and comprehensible crowdsourcing process including automated measurements to enable other researchers to contribute to our data set. We evaluate our device identification approach on the currently available data and demonstrate that, depending on the data set, between 75% and 85% of Wi-Fi devices can be uniquely separated within the anonymity group of devices contributing PRs to the respective data set.",,,,AMSTERDAM: Elsevier B.V,,,,,,,Englisch,,2025 The Authors,Computer science    Dataset    Engineering    Fingerprints    Privacy    Technology    Telecommunication,,,"Computer communications, 2026-02, Vol.246, p.108367, Article 108367",,,,,ISSN: 0140-3664 ISSN: 1873-703X EISSN: 1873-703X DOI: 10.1016/j.comcom.2025.108367,,Web of Science,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_webofscience_primary_001629735500002CitationCount
What Your Wearable Devices Revealed About You and Possibilities of Non-Cooperative 802.11 Presence Detection During Your Last IPIN Visit,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,2022 IEEE 12th International Conference on Indoor Positioning and Indoor Navigation (IPIN),,,,,DOI: 10.1109/ipin54987.2022.9918134,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1109_ipin54987_2022_9918134
Demo: Unveiling Randomized Device Identity in Dynamic Wi-Fi Networks,,,,,,,,,,,,,,,,,,,,,Englisch,,,,,,"Proceedings of the 23rd Annual International Conference on Mobile Systems, Applications and Services",,,,,DOI: 10.1145/3711875.3734384,,Unpaywall,https://fu-berlin.primo.exlibrisgroup.com/permalink/49KOBV_FUB/dm8bhl/cdi_unpaywall_primary_10_1145_3711875_3734384
